biomolecule_id,UniqueID,standardized_name,LipidCategoty,LipidClass,MainClass,SubClass,NumFattyAcylCarbons,NumFattyAcylUnsaturations,AverageUnsaturations,UnsaturationLevel,omics_id,keep
38756,20.404_828.56048,PI 32:0_RTmz_20.404_828.56048,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,0,0,Very Low,2,"0; HighRsd, NoLinearRangeFound"
38757,20.42_811.53333,PI 32:0_RTmz_20.42_811.53333,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,0,0,Very Low,2,"0; HighRsd, NoLinearRangeFound"
38758,20.57_828.55124,PI 32:0_RTmz_20.57_828.55124,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,0,0,Very Low,2,1
38759,21.834_856.56935,PI 34:0_RTmz_21.834_856.56935,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,0,0,Very Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38760,22.357_856.58248,PI 34:0_RTmz_22.357_856.58248,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,0,0,Very Low,2,1
38761,18.433_826.59523,PI 32:1_RTmz_18.433_826.59523,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,1,0.5,Very Low,2,0; NoLinearRangeFound
38762,18.803_826.55898,PI 32:1_RTmz_18.803_826.55898,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,1,0.5,Very Low,2,0; NoLinearRangeFound
38763,18.938_826.59545,PI 32:1_RTmz_18.938_826.59545,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,1,0.5,Very Low,2,"0; HighRsd, LowPeakQualityScore"
38764,18.952_826.59509,PI 32:1_RTmz_18.952_826.59509,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,1,0.5,Very Low,2,"0; LowPeakQualityScore, NoLinearRangeFound"
38765,19.064_826.54376,PI 32:1_RTmz_19.064_826.54376,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,1,0.5,Very Low,2,0; NoLinearRangeFound
38766,19.069_809.51721,PI 32:1_RTmz_19.069_809.51721,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,1,0.5,Very Low,2,0; NoLinearRangeFound
38767,19.13_826.59553,PI 32:1_RTmz_19.13_826.59553,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,1,0.5,Very Low,2,1
38768,20.267_854.56497,PI 34:1_RTmz_20.267_854.56497,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,1,0.5,Very Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38769,20.429_837.54848,PI 34:1_RTmz_20.429_837.54848,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,1,0.5,Very Low,2,0; NoLinearRangeFound
38770,20.433_854.57501,PI 34:1_RTmz_20.433_854.57501,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,1,0.5,Very Low,2,0; NoLinearRangeFound
38771,20.621_837.54872,PI 34:1_RTmz_20.621_837.54872,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,1,0.5,Very Low,2,"0; HighRsd, NoLinearRangeFound"
38772,20.629_854.57529,PI 34:1_RTmz_20.629_854.57529,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,1,0.5,Very Low,2,"0; HighRsd, NoLinearRangeFound"
38773,20.657_854.56239,PI 34:1_RTmz_20.657_854.56239,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,1,0.5,Very Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38774,20.718_854.56509,PI 34:1_RTmz_20.718_854.56509,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,1,0.5,Very Low,2,1
38775,22.192_865.57923,PI 36:1_RTmz_22.192_865.57923,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,1,0.5,Very Low,2,0; NoLinearRangeFound
38776,22.198_882.6058,PI 36:1_RTmz_22.198_882.6058,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,1,0.5,Very Low,2,1
38777,22.429_865.5809,PI 36:1_RTmz_22.429_865.5809,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,1,0.5,Very Low,2,"0; LowPeakQualityScore, NoLinearRangeFound"
38778,22.441_882.60718,PI 36:1_RTmz_22.441_882.60718,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,1,0.5,Very Low,2,"0; LowPeakQualityScore, NoLinearRangeFound"
38779,19.135_852.55917,PI 34:2_RTmz_19.135_852.55917,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,2,1,Low,2,"0; HighRsd, LowPeakQualityScore"
38780,19.351_852.55811,PI 34:2_RTmz_19.351_852.55811,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,2,1,Low,2,0; NoLinearRangeFound
38781,19.378_835.53202,PI 34:2_RTmz_19.378_835.53202,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,2,1,Low,2,0; NA
38782,19.534_852.55852,PI 34:2_RTmz_19.534_852.55852,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,2,1,Low,2,"0; HighRsd, NoLinearRangeFound"
38783,19.547_835.53267,PI 34:2_RTmz_19.547_835.53267,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,2,1,Low,2,"0; HighRsd, LowPeakQualityScore"
38784,19.642_852.54886,PI 34:2_RTmz_19.642_852.54886,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,2,1,Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38785,19.769_852.55854,PI 34:2_RTmz_19.769_852.55854,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,2,1,Low,2,1
38786,19.727_866.58935,PI 35:2_RTmz_19.727_866.58935,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,35,2,1,Low,2,1
38787,20.055_866.57481,PI 35:2_RTmz_20.055_866.57481,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,35,2,1,Low,2,0; LowPeakQualityScore
38788,20.558_880.59069,PI 36:2_RTmz_20.558_880.59069,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,2,1,Low,2,0; NoLinearRangeFound
38789,20.595_863.56424,PI 36:2_RTmz_20.595_863.56424,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,2,1,Low,2,0; NoLinearRangeFound
38790,20.841_880.59076,PI 36:2_RTmz_20.841_880.59076,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,2,1,Low,2,1
38791,20.849_863.56426,PI 36:2_RTmz_20.849_863.56426,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,2,1,Low,2,0; NoLinearRangeFound
38792,21.038_863.56487,PI 36:2_RTmz_21.038_863.56487,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,2,1,Low,2,"0; LowPeakQualityScore, NoLinearRangeFound"
38793,21.096_880.59136,PI 36:2_RTmz_21.096_880.59136,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,2,1,Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38794,21.122_863.56488,PI 36:2_RTmz_21.122_863.56488,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,2,1,Low,2,"0; HighRsd, LowPeakQualityScore"
38795,22.648_908.62262,PI 38:2_RTmz_22.648_908.62262,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,2,1,Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38796,19.488_861.54761,PI 36:3_RTmz_19.488_861.54761,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,3,1.5,Medium,2,0; NoLinearRangeFound
38797,19.493_878.57414,PI 36:3_RTmz_19.493_878.57414,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,3,1.5,Medium,2,1
38798,19.647_861.54831,PI 36:3_RTmz_19.647_861.54831,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,3,1.5,Medium,2,"0; LowPeakQualityScore, NoLinearRangeFound"
38799,19.711_878.57445,PI 36:3_RTmz_19.711_878.57445,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,3,1.5,Medium,2,1
38800,19.725_861.54735,PI 36:3_RTmz_19.725_861.54735,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,3,1.5,Medium,2,"0; LowPeakQualityScore, NoLinearRangeFound"
38801,19.824_878.5749,PI 36:3_RTmz_19.824_878.5749,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,3,1.5,Medium,2,"0; LowPeakQualityScore, NoLinearRangeFound"
38802,19.877_861.54848,PI 36:3_RTmz_19.877_861.54848,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,3,1.5,Medium,2,0; NoLinearRangeFound
38803,19.925_878.57548,PI 36:3_RTmz_19.925_878.57548,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,3,1.5,Medium,2,1
38804,21.363_889.57941,PI 38:3_RTmz_21.363_889.57941,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,3,1.5,Medium,2,"0; LowPeakQualityScore, NoLinearRangeFound"
38805,21.406_906.60616,PI 38:3_RTmz_21.406_906.60616,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,3,1.5,Medium,2,1
38806,21.558_889.58031,PI 38:3_RTmz_21.558_889.58031,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,3,1.5,Medium,2,0; NoLinearRangeFound
38807,21.594_906.6069,PI 38:3_RTmz_21.594_906.6069,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,3,1.5,Medium,2,0; NoLinearRangeFound
38808,21.99_889.57903,PI 38:3_RTmz_21.99_889.57903,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,3,1.5,Medium,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38809,21.993_906.60566,PI 38:3_RTmz_21.993_906.60566,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,3,1.5,Medium,2,1
38810,22.209_889.57981,PI 38:3_RTmz_22.209_889.57981,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,3,1.5,Medium,2,"0; HighRsd, LowPeakQualityScore"
38811,22.224_906.60661,PI 38:3_RTmz_22.224_906.60661,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,3,1.5,Medium,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38812,19.257_876.55836,PI 36:4_RTmz_19.257_876.55836,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,4,2,Medium,2,1
38813,19.272_859.53207,PI 36:4_RTmz_19.272_859.53207,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,4,2,Medium,2,0; NoLinearRangeFound
38814,19.422_876.55867,PI 36:4_RTmz_19.422_876.55867,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,4,2,Medium,2,"0; HighRsd, NoLinearRangeFound"
38815,19.447_859.53252,PI 36:4_RTmz_19.447_859.53252,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,4,2,Medium,2,"0; HighRsd, LowPeakQualityScore"
38816,19.961_873.54858,PI 37:4_RTmz_19.961_873.54858,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,37,4,2,Medium,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38817,19.985_890.57488,PI 37:4_RTmz_19.985_890.57488,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,37,4,2,Medium,2,1
38818,20.055_890.6557,PI 37:4_RTmz_20.055_890.6557,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,37,4,2,Medium,2,0; NA
38819,20.252_890.65565,PI 37:4_RTmz_20.252_890.65565,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,37,4,2,Medium,2,0; NA
38820,20.709_887.56307,PI 38:4_RTmz_20.709_887.56307,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,4,2,Medium,2,0; HighRsd
38821,20.711_904.58938,PI 38:4_RTmz_20.711_904.58938,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,4,2,Medium,2,1
38822,20.906_904.59092,PI 38:4_RTmz_20.906_904.59092,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,4,2,Medium,2,0; NA
38823,20.907_887.56481,PI 38:4_RTmz_20.907_887.56481,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,4,2,Medium,2,0; HighRsd
38824,21.823_904.59067,Unknown_RTmz_21.823_904.59067,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
38825,21.764_918.60666,PI 39:4_RTmz_21.764_918.60666,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,39,4,2,Medium,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38826,22.064_915.59493,PI 40:4_RTmz_22.064_915.59493,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,4,2,Medium,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38827,22.073_932.62143,PI 40:4_RTmz_22.073_932.62143,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,4,2,Medium,2,1
38828,22.297_932.62251,PI 40:4_RTmz_22.297_932.62251,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,4,2,Medium,2,"0; HighRsd, LowPeakQualityScore"
38829,18.73_874.57949,PI 36:5_RTmz_18.73_874.57949,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,5,2.5,High,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38830,17.325_885.54872,Unknown_RTmz_17.325_885.54872,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
38831,19.397_885.54746,PI 38:5_RTmz_19.397_885.54746,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,5,2.5,High,2,0; NoLinearRangeFound
38832,19.402_902.57384,PI 38:5_RTmz_19.402_902.57384,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,5,2.5,High,2,1
38833,19.574_885.54808,PI 38:5_RTmz_19.574_885.54808,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,5,2.5,High,2,"0; HighRsd, NoLinearRangeFound"
38834,19.596_902.57442,PI 38:5_RTmz_19.596_902.57442,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,5,2.5,High,2,1
38835,19.882_902.57523,PI 38:5_RTmz_19.882_902.57523,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,5,2.5,High,2,"0; LowPeakQualityScore, NoLinearRangeFound"
38836,20.832_913.57998,PI 40:5_RTmz_20.832_913.57998,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,5,2.5,High,2,"0; LowPeakQualityScore, NoLinearRangeFound"
38837,20.85_930.60669,PI 40:5_RTmz_20.85_930.60669,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,5,2.5,High,2,1
38838,21.717_930.60698,PI 40:5_RTmz_21.717_930.60698,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,5,2.5,High,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38839,18.556_900.55877,PI 38:6_RTmz_18.556_900.55877,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,6,3,High,2,"0; HighRsd, LowPeakQualityScore"
38840,19.062_883.53277,PI 38:6_RTmz_19.062_883.53277,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,6,3,High,2,0; NoLinearRangeFound
38841,19.068_900.55926,PI 38:6_RTmz_19.068_900.55926,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,6,3,High,2,1
38842,20.411_911.56426,PI 40:6_RTmz_20.411_911.56426,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,6,3,High,2,0; NoLinearRangeFound
38843,20.411_928.59085,PI 40:6_RTmz_20.411_928.59085,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,6,3,High,2,0; NA
38844,20.578_928.59122,PI 40:6_RTmz_20.578_928.59122,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,6,3,High,2,1
38845,20.584_911.56472,PI 40:6_RTmz_20.584_911.56472,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,6,3,High,2,"0; LowPeakQualityScore, NoLinearRangeFound"
38846,21.574_911.56224,PI 40:6_RTmz_21.574_911.56224,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,6,3,High,2,0; NoLinearRangeFound
38847,17.585_898.57941,PI 38:7_RTmz_17.585_898.57941,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,7,3.5,Very High,2,1
38848,19.275_881.51404,PI 38:7_RTmz_19.275_881.51404,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,7,3.5,Very High,2,1
38849,18.894_926.5747,PI 40:7_RTmz_18.894_926.5747,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,7,3.5,Very High,2,"0; HighRsd, NoLinearRangeFound"
38850,20.715_909.5452,PI 40:7_RTmz_20.715_909.5452,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,7,3.5,Very High,2,1
38851,18.418_924.55877,PI 40:8_RTmz_18.418_924.55877,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,8,4,Very High,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38852,19.396_907.52936,PI 40:8_RTmz_19.396_907.52936,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,8,4,Very High,2,1
38853,19.569_907.52997,PI 40:8_RTmz_19.569_907.52997,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,8,4,Very High,2,"0; LowPeakQualityScore, NoLinearRangeFound"
38854,19.055_905.51467,PI 40:9_RTmz_19.055_905.51467,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,9,4.5,Very High,2,1
38855,20.393_933.5458,PI 42:9_RTmz_20.393_933.5458,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,42,9,4.5,Very High,2,1
38856,19.033_931.71503,PI 42:10_RTmz_19.033_931.71503,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,42,10,5,Very High,2,1
38857,22.536_706.57415,Plasmanyl-PC O-31:0_RTmz_22.536_706.57415,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,31,0,0,Very Low,2,1
38858,23.155_720.59016,Plasmanyl-PC O-32:0_RTmz_23.155_720.59016,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,32,0,0,Very Low,2,"0; HighRsd, HighRTModelError, LowPeakQualityScore, NoLinearRangeFound"
38859,23.527_720.5901,Plasmanyl-PC O-32:0_RTmz_23.527_720.5901,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,32,0,0,Very Low,2,1
38860,24.788_720.55289,Unknown_RTmz_24.788_720.55289,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
38861,25.219_720.6493,Unknown_RTmz_25.219_720.6493,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
38862,24.102_734.60526,Plasmanyl-PC O-33:0_RTmz_24.102_734.60526,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,33,0,0,Very Low,2,1
38863,24.556_734.60583,Plasmanyl-PC O-33:0_RTmz_24.556_734.60583,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,33,0,0,Very Low,2,1
38864,25.58_748.62073,Plasmanyl-PC O-34:0_RTmz_25.58_748.62073,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,34,0,0,Very Low,2,1
38865,26.451_762.59314,Plasmanyl-PC O-35:0_RTmz_26.451_762.59314,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,35,0,0,Very Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38866,26.516_762.60124,Plasmanyl-PC O-35:0_RTmz_26.516_762.60124,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,35,0,0,Very Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38867,26.627_762.63666,Plasmanyl-PC O-35:0_RTmz_26.627_762.63666,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,35,0,0,Very Low,2,1
38868,26.657_762.60113,Plasmanyl-PC O-35:0_RTmz_26.657_762.60113,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,35,0,0,Very Low,2,"0; HighRsd, LowPeakQualityScore"
38869,26.828_762.59104,Plasmanyl-PC O-35:0_RTmz_26.828_762.59104,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,35,0,0,Very Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38870,27.441_776.5797,Plasmanyl-PC O-36:0_RTmz_27.441_776.5797,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,36,0,0,Very Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38871,27.485_776.58033,Plasmanyl-PC O-36:0_RTmz_27.485_776.58033,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,36,0,0,Very Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38872,27.616_776.57991,Plasmanyl-PC O-36:0_RTmz_27.616_776.57991,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,36,0,0,Very Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38873,27.648_776.57938,Plasmanyl-PC O-36:0_RTmz_27.648_776.57938,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,36,0,0,Very Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38874,27.708_776.6519,Plasmanyl-PC O-36:0_RTmz_27.708_776.6519,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,36,0,0,Very Low,2,1
38875,27.727_776.57928,Plasmanyl-PC O-36:0_RTmz_27.727_776.57928,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,36,0,0,Very Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38876,27.757_776.57956,Plasmanyl-PC O-36:0_RTmz_27.757_776.57956,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,36,0,0,Very Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38877,29.882_804.68352,Plasmanyl-PC O-38:0_RTmz_29.882_804.68352,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,38,0,0,Very Low,2,1
38878,31.015_832.71477,Plasmanyl-PC O-40:0_RTmz_31.015_832.71477,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,40,0,0,Very Low,2,1
38879,23.649_746.60523,Plasmanyl-PC O-34:1_RTmz_23.649_746.60523,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,34,1,0.5,Very Low,2,1
38880,25.664_774.56389,Plasmanyl-PC O-36:1_RTmz_25.664_774.56389,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,36,1,0.5,Very Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38881,25.777_774.63612,Plasmanyl-PC O-36:1_RTmz_25.777_774.63612,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,36,1,0.5,Very Low,2,1
38882,25.874_774.56398,Plasmanyl-PC O-36:1_RTmz_25.874_774.56398,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,36,1,0.5,Very Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38883,26.11_774.564,Plasmanyl-PC O-36:1_RTmz_26.11_774.564,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,36,1,0.5,Very Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38884,26.33_774.56458,Plasmanyl-PC O-36:1_RTmz_26.33_774.56458,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,36,1,0.5,Very Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38885,27.078_774.60016,Unknown_RTmz_27.078_774.60016,NA,NA,NA,NA,NA,NA,NA,NA,2,0; Notfound_in_50pecent_samples
38886,27.623_802.66927,Plasmanyl-PC O-38:1_RTmz_27.623_802.66927,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,38,1,0.5,Very Low,2,1
38887,27.669_802.59529,Plasmanyl-PC O-38:1_RTmz_27.669_802.59529,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,38,1,0.5,Very Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38888,27.776_802.68687,Plasmanyl-PC O-38:1_RTmz_27.776_802.68687,Glycerophospholipids,Plasmanyl-PC,Glycerophosphocholines,Diacylglycerophosphocholines,38,1,0.5,Very Low,2,"0; LowPeakQualityScore, NoLinearRangeFound"
