"biomolecule_id","UniqueID","standardized_name","omics_id","keep"
38785,"19.769_852.55854","PI 34:2_RTmz_19.769_852.55854",2,"1"
38786,"19.727_866.58935","PI 35:2_RTmz_19.727_866.58935",2,"1"
38787,"20.055_866.57481","PI 35:2_RTmz_20.055_866.57481",2,"0; LowPeakQualityScore"
38788,"20.558_880.59069","PI 36:2_RTmz_20.558_880.59069",2,"0; NoLinearRangeFound"
38789,"20.595_863.56424","PI 36:2_RTmz_20.595_863.56424",2,"0; NoLinearRangeFound"
38790,"20.841_880.59076","PI 36:2_RTmz_20.841_880.59076",2,"1"
38791,"20.849_863.56426","PI 36:2_RTmz_20.849_863.56426",2,"0; NoLinearRangeFound"
38792,"21.038_863.56487","PI 36:2_RTmz_21.038_863.56487",2,"0; LowPeakQualityScore, NoLinearRangeFound"
38793,"21.096_880.59136","PI 36:2_RTmz_21.096_880.59136",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38794,"21.122_863.56488","PI 36:2_RTmz_21.122_863.56488",2,"0; HighRsd, LowPeakQualityScore"
38795,"22.648_908.62262","PI 38:2_RTmz_22.648_908.62262",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38796,"19.488_861.54761","PI 36:3_RTmz_19.488_861.54761",2,"0; NoLinearRangeFound"
38797,"19.493_878.57414","PI 36:3_RTmz_19.493_878.57414",2,"1"
38798,"19.647_861.54831","PI 36:3_RTmz_19.647_861.54831",2,"0; LowPeakQualityScore, NoLinearRangeFound"
38799,"19.711_878.57445","PI 36:3_RTmz_19.711_878.57445",2,"1"
38800,"19.725_861.54735","PI 36:3_RTmz_19.725_861.54735",2,"0; LowPeakQualityScore, NoLinearRangeFound"
38801,"19.824_878.5749","PI 36:3_RTmz_19.824_878.5749",2,"0; LowPeakQualityScore, NoLinearRangeFound"
38802,"19.877_861.54848","PI 36:3_RTmz_19.877_861.54848",2,"0; NoLinearRangeFound"
38803,"19.925_878.57548","PI 36:3_RTmz_19.925_878.57548",2,"1"
38804,"21.363_889.57941","PI 38:3_RTmz_21.363_889.57941",2,"0; LowPeakQualityScore, NoLinearRangeFound"
38805,"21.406_906.60616","PI 38:3_RTmz_21.406_906.60616",2,"1"
38806,"21.558_889.58031","PI 38:3_RTmz_21.558_889.58031",2,"0; NoLinearRangeFound"
38807,"21.594_906.6069","PI 38:3_RTmz_21.594_906.6069",2,"0; NoLinearRangeFound"
38808,"21.99_889.57903","PI 38:3_RTmz_21.99_889.57903",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38809,"21.993_906.60566","PI 38:3_RTmz_21.993_906.60566",2,"1"
38810,"22.209_889.57981","PI 38:3_RTmz_22.209_889.57981",2,"0; HighRsd, LowPeakQualityScore"
38811,"22.224_906.60661","PI 38:3_RTmz_22.224_906.60661",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38812,"19.257_876.55836","PI 36:4_RTmz_19.257_876.55836",2,"1"
38813,"19.272_859.53207","PI 36:4_RTmz_19.272_859.53207",2,"0; NoLinearRangeFound"
38814,"19.422_876.55867","PI 36:4_RTmz_19.422_876.55867",2,"0; HighRsd, NoLinearRangeFound"
38815,"19.447_859.53252","PI 36:4_RTmz_19.447_859.53252",2,"0; HighRsd, LowPeakQualityScore"
38816,"19.961_873.54858","PI 37:4_RTmz_19.961_873.54858",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38817,"19.985_890.57488","PI 37:4_RTmz_19.985_890.57488",2,"1"
38818,"20.055_890.6557","PI 37:4_RTmz_20.055_890.6557",2,"0; NA"
38819,"20.252_890.65565","PI 37:4_RTmz_20.252_890.65565",2,"0; NA"
38820,"20.709_887.56307","PI 38:4_RTmz_20.709_887.56307",2,"0; HighRsd"
38821,"20.711_904.58938","PI 38:4_RTmz_20.711_904.58938",2,"1"
38822,"20.906_904.59092","PI 38:4_RTmz_20.906_904.59092",2,"0; NA"
38823,"20.907_887.56481","PI 38:4_RTmz_20.907_887.56481",2,"0; HighRsd"
38824,"21.823_904.59067","Unknown_RTmz_21.823_904.59067",2,"0; Notfound_in_50pecent_samples"
38825,"21.764_918.60666","PI 39:4_RTmz_21.764_918.60666",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38826,"22.064_915.59493","PI 40:4_RTmz_22.064_915.59493",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38827,"22.073_932.62143","PI 40:4_RTmz_22.073_932.62143",2,"1"
38828,"22.297_932.62251","PI 40:4_RTmz_22.297_932.62251",2,"0; HighRsd, LowPeakQualityScore"
38829,"18.73_874.57949","PI 36:5_RTmz_18.73_874.57949",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38830,"17.325_885.54872","Unknown_RTmz_17.325_885.54872",2,"0; Notfound_in_50pecent_samples"
38831,"19.397_885.54746","PI 38:5_RTmz_19.397_885.54746",2,"0; NoLinearRangeFound"
38832,"19.402_902.57384","PI 38:5_RTmz_19.402_902.57384",2,"1"
38833,"19.574_885.54808","PI 38:5_RTmz_19.574_885.54808",2,"0; HighRsd, NoLinearRangeFound"
38834,"19.596_902.57442","PI 38:5_RTmz_19.596_902.57442",2,"1"
38835,"19.882_902.57523","PI 38:5_RTmz_19.882_902.57523",2,"0; LowPeakQualityScore, NoLinearRangeFound"
38836,"20.832_913.57998","PI 40:5_RTmz_20.832_913.57998",2,"0; LowPeakQualityScore, NoLinearRangeFound"
38837,"20.85_930.60669","PI 40:5_RTmz_20.85_930.60669",2,"1"
38838,"21.717_930.60698","PI 40:5_RTmz_21.717_930.60698",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38839,"18.556_900.55877","PI 38:6_RTmz_18.556_900.55877",2,"0; HighRsd, LowPeakQualityScore"
38840,"19.062_883.53277","PI 38:6_RTmz_19.062_883.53277",2,"0; NoLinearRangeFound"
38841,"19.068_900.55926","PI 38:6_RTmz_19.068_900.55926",2,"1"
38842,"20.411_911.56426","PI 40:6_RTmz_20.411_911.56426",2,"0; NoLinearRangeFound"
38843,"20.411_928.59085","PI 40:6_RTmz_20.411_928.59085",2,"0; NA"
38844,"20.578_928.59122","PI 40:6_RTmz_20.578_928.59122",2,"1"
38845,"20.584_911.56472","PI 40:6_RTmz_20.584_911.56472",2,"0; LowPeakQualityScore, NoLinearRangeFound"
38846,"21.574_911.56224","PI 40:6_RTmz_21.574_911.56224",2,"0; NoLinearRangeFound"
38847,"17.585_898.57941","PI 38:7_RTmz_17.585_898.57941",2,"1"
38848,"19.275_881.51404","PI 38:7_RTmz_19.275_881.51404",2,"1"
38849,"18.894_926.5747","PI 40:7_RTmz_18.894_926.5747",2,"0; HighRsd, NoLinearRangeFound"
38850,"20.715_909.5452","PI 40:7_RTmz_20.715_909.5452",2,"1"
38851,"18.418_924.55877","PI 40:8_RTmz_18.418_924.55877",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38852,"19.396_907.52936","PI 40:8_RTmz_19.396_907.52936",2,"1"
38853,"19.569_907.52997","PI 40:8_RTmz_19.569_907.52997",2,"0; LowPeakQualityScore, NoLinearRangeFound"
38854,"19.055_905.51467","PI 40:9_RTmz_19.055_905.51467",2,"1"
38855,"20.393_933.5458","PI 42:9_RTmz_20.393_933.5458",2,"1"
38856,"19.033_931.71503","PI 42:10_RTmz_19.033_931.71503",2,"1"
38857,"22.536_706.57415","Plasmanyl-PC O-31:0_RTmz_22.536_706.57415",2,"1"
38858,"23.155_720.59016","Plasmanyl-PC O-32:0_RTmz_23.155_720.59016",2,"0; HighRsd, HighRTModelError, LowPeakQualityScore, NoLinearRangeFound"
38859,"23.527_720.5901","Plasmanyl-PC O-32:0_RTmz_23.527_720.5901",2,"1"
38860,"24.788_720.55289","Unknown_RTmz_24.788_720.55289",2,"0; Notfound_in_50pecent_samples"
38861,"25.219_720.6493","Unknown_RTmz_25.219_720.6493",2,"0; Notfound_in_50pecent_samples"
38862,"24.102_734.60526","Plasmanyl-PC O-33:0_RTmz_24.102_734.60526",2,"1"
38863,"24.556_734.60583","Plasmanyl-PC O-33:0_RTmz_24.556_734.60583",2,"1"
38864,"25.58_748.62073","Plasmanyl-PC O-34:0_RTmz_25.58_748.62073",2,"1"
38865,"26.451_762.59314","Plasmanyl-PC O-35:0_RTmz_26.451_762.59314",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38866,"26.516_762.60124","Plasmanyl-PC O-35:0_RTmz_26.516_762.60124",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38867,"26.627_762.63666","Plasmanyl-PC O-35:0_RTmz_26.627_762.63666",2,"1"
38868,"26.657_762.60113","Plasmanyl-PC O-35:0_RTmz_26.657_762.60113",2,"0; HighRsd, LowPeakQualityScore"
38869,"26.828_762.59104","Plasmanyl-PC O-35:0_RTmz_26.828_762.59104",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38870,"27.441_776.5797","Plasmanyl-PC O-36:0_RTmz_27.441_776.5797",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38871,"27.485_776.58033","Plasmanyl-PC O-36:0_RTmz_27.485_776.58033",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38872,"27.616_776.57991","Plasmanyl-PC O-36:0_RTmz_27.616_776.57991",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38873,"27.648_776.57938","Plasmanyl-PC O-36:0_RTmz_27.648_776.57938",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38874,"27.708_776.6519","Plasmanyl-PC O-36:0_RTmz_27.708_776.6519",2,"1"
38875,"27.727_776.57928","Plasmanyl-PC O-36:0_RTmz_27.727_776.57928",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38876,"27.757_776.57956","Plasmanyl-PC O-36:0_RTmz_27.757_776.57956",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38877,"29.882_804.68352","Plasmanyl-PC O-38:0_RTmz_29.882_804.68352",2,"1"
38878,"31.015_832.71477","Plasmanyl-PC O-40:0_RTmz_31.015_832.71477",2,"1"
38879,"23.649_746.60523","Plasmanyl-PC O-34:1_RTmz_23.649_746.60523",2,"1"
38880,"25.664_774.56389","Plasmanyl-PC O-36:1_RTmz_25.664_774.56389",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38881,"25.777_774.63612","Plasmanyl-PC O-36:1_RTmz_25.777_774.63612",2,"1"
38882,"25.874_774.56398","Plasmanyl-PC O-36:1_RTmz_25.874_774.56398",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38883,"26.11_774.564","Plasmanyl-PC O-36:1_RTmz_26.11_774.564",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38884,"26.33_774.56458","Plasmanyl-PC O-36:1_RTmz_26.33_774.56458",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38885,"27.078_774.60016","Unknown_RTmz_27.078_774.60016",2,"0; Notfound_in_50pecent_samples"
38886,"27.623_802.66927","Plasmanyl-PC O-38:1_RTmz_27.623_802.66927",2,"1"
38887,"27.669_802.59529","Plasmanyl-PC O-38:1_RTmz_27.669_802.59529",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38888,"27.776_802.68687","Plasmanyl-PC O-38:1_RTmz_27.776_802.68687",2,"0; LowPeakQualityScore, NoLinearRangeFound"
38889,"27.889_802.59495","Plasmanyl-PC O-38:1_RTmz_27.889_802.59495",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38890,"27.913_802.66798","Plasmanyl-PC O-38:1_RTmz_27.913_802.66798",2,"1"
38891,"27.932_802.68663","Plasmanyl-PC O-38:1_RTmz_27.932_802.68663",2,"0; LowPeakQualityScore"
38892,"28.011_802.59468","Plasmanyl-PC O-38:1_RTmz_28.011_802.59468",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38893,"28.105_802.59466","Plasmanyl-PC O-38:1_RTmz_28.105_802.59466",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38894,"28.128_802.68687","Plasmanyl-PC O-38:1_RTmz_28.128_802.68687",2,"0; LowPeakQualityScore"
38895,"31.075_858.73024","Plasmanyl-PC O-42:1_RTmz_31.075_858.73024",2,"1"
38896,"25.599_786.60003","Plasmanyl-PC O-37:2_RTmz_25.599_786.60003",2,"1"
38897,"26.259_786.6007","Plasmanyl-PC O-37:2_RTmz_26.259_786.6007",2,"0; LowPeakQualityScore, NoLinearRangeFound"
38898,"31.018_884.74601","Plasmanyl-PC O-44:2_RTmz_31.018_884.74601",2,"1"
38899,"22.081_742.57376","Plasmanyl-PC O-34:3_RTmz_22.081_742.57376",2,"1"
38900,"25.955_742.61878","Unknown_RTmz_25.955_742.61878",2,"1"
38901,"24.441_826.57251","Unknown_RTmz_24.441_826.57251",2,"1"
38902,"26.209_826.66832","Plasmanyl-PC O-40:3_RTmz_26.209_826.66832",2,"1"
38903,"26.908_826.66744","Plasmanyl-PC O-40:3_RTmz_26.908_826.66744",2,"1"
38904,"27.906_826.59479","Plasmanyl-PC O-40:3_RTmz_27.906_826.59479",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38905,"22.071_768.58891","Plasmanyl-PC O-36:4_RTmz_22.071_768.58891",2,"1"
38906,"22.634_768.58986","Plasmanyl-PC O-36:4_RTmz_22.634_768.58986",2,"1"
38907,"23.264_768.58891","Plasmanyl-PC O-36:4_RTmz_23.264_768.58891",2,"0; HighRTModelError"
38908,"23.301_768.55252","Plasmanyl-PC O-36:4_RTmz_23.301_768.55252",2,"1"
38909,"26.128_768.63433","Unknown_RTmz_26.128_768.63433",2,"1"
38910,"27.879_768.55321","Unknown_RTmz_27.879_768.55321",2,"0; Notfound_in_50pecent_samples"
38911,"31.322_768.66463","Unknown_RTmz_31.322_768.66463",2,"1"
38912,"22.976_824.55663","Unknown_RTmz_22.976_824.55663",2,"1"
38913,"24.551_824.65218","Plasmanyl-PC O-40:4_RTmz_24.551_824.65218",2,"1"
38914,"24.815_824.65192","Unknown_RTmz_24.815_824.65192",2,"1"
38915,"25.082_824.65155","Plasmanyl-PC O-40:4_RTmz_25.082_824.65155",2,"1"
38916,"26.064_824.65151","Plasmanyl-PC O-40:4_RTmz_26.064_824.65151",2,"1"
38917,"26.515_852.68391","Plasmanyl-PC O-42:4_RTmz_26.515_852.68391",2,"1"
38918,"26.812_852.68308","Plasmanyl-PC O-42:4_RTmz_26.812_852.68308",2,"0; NA"
38919,"27.163_852.68262","Plasmanyl-PC O-42:4_RTmz_27.163_852.68262",2,"0; LowPeakQualityScore, NoLinearRangeFound"
38920,"27.582_852.68371","Plasmanyl-PC O-42:4_RTmz_27.582_852.68371",2,"1"
38921,"28.199_852.6828","Plasmanyl-PC O-42:4_RTmz_28.199_852.6828",2,"1"
38922,"22.66_822.60065","Unknown_RTmz_22.66_822.60065",2,"1"
38923,"23.253_822.63659","Unknown_RTmz_23.253_822.63659",2,"1"
38924,"24.027_822.63642","Plasmanyl-PC O-40:5_RTmz_24.027_822.63642",2,"1"
38925,"24.878_822.63598","Plasmanyl-PC O-40:5_RTmz_24.878_822.63598",2,"1"
38926,"25.846_822.63629","Unknown_RTmz_25.846_822.63629",2,"1"
38927,"21.419_690.54295","Plasmenyl-PC P-30:0_RTmz_21.419_690.54295",2,"1"
38928,"24.253_704.55822","Unknown_RTmz_24.253_704.55822",2,"1"
38929,"21.771_718.57402","Unknown_RTmz_21.771_718.57402",2,"1"
38930,"22.995_718.53843","Plasmenyl-PC P-32:0_RTmz_22.995_718.53843",2,"1"
38931,"23.384_718.57332","Plasmenyl-PC P-32:0_RTmz_23.384_718.57332",2,"1"
38932,"23.962_732.58951","Plasmenyl-PC P-33:0_RTmz_23.962_732.58951",2,"1"
38933,"24.43_732.55422","Plasmenyl-PC P-33:0_RTmz_24.43_732.55422",2,"0; LowPeakQualityScore, NoLinearRangeFound"
38934,"24.987_746.56835","Plasmenyl-PC P-34:0_RTmz_24.987_746.56835",2,"1"
38935,"25.376_746.60547","Plasmenyl-PC P-34:0_RTmz_25.376_746.60547",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38936,"25.433_746.60516","Plasmenyl-PC P-34:0_RTmz_25.433_746.60516",2,"1"
38937,"26.496_746.60653","Plasmenyl-PC P-34:0_RTmz_26.496_746.60653",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38938,"24.733_760.62052","Plasmenyl-PC P-35:0_RTmz_24.733_760.62052",2,"1"
38939,"30.484_760.644","Unknown_RTmz_30.484_760.644",2,"0; Notfound_in_50pecent_samples"
38940,"26.735_788.61656","Plasmenyl-PC P-37:0_RTmz_26.735_788.61656",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38941,"26.854_788.61573","Plasmenyl-PC P-37:0_RTmz_26.854_788.61573",2,"0; HighRsd, LowPeakQualityScore"
38942,"27.065_788.54413","Plasmenyl-PC P-37:0_RTmz_27.065_788.54413",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38943,"27.105_788.61553","Plasmenyl-PC P-37:0_RTmz_27.105_788.61553",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38944,"27.372_788.61594","Plasmenyl-PC P-37:0_RTmz_27.372_788.61594",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38945,"27.482_788.61609","Plasmenyl-PC P-37:0_RTmz_27.482_788.61609",2,"0; LowPeakQualityScore, NoLinearRangeFound"
38946,"27.583_788.61567","Plasmenyl-PC P-37:0_RTmz_27.583_788.61567",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38947,"28.788_816.57476","Plasmenyl-PC P-39:0_RTmz_28.788_816.57476",2,"0; HighRsd, LowPeakQualityScore"
38948,"29.754_830.6994","Plasmenyl-PC P-40:0_RTmz_29.754_830.6994",2,"1"
38949,"30.038_830.69935","Plasmenyl-PC P-40:0_RTmz_30.038_830.69935",2,"0; NA"
38950,"24.159_702.54266","Unknown_RTmz_24.159_702.54266",2,"1"
38951,"20.611_716.56742","Plasmenyl-PC P-32:1_RTmz_20.611_716.56742",2,"1"
38952,"21.314_730.57447","Plasmenyl-PC P-33:1_RTmz_21.314_730.57447",2,"1"
38953,"26.233_730.5747","Unknown_RTmz_26.233_730.5747",2,"1"
38954,"21.886_744.58989","Plasmenyl-PC P-34:1_RTmz_21.886_744.58989",2,"1"
38955,"22.253_744.58956","Plasmenyl-PC P-34:1_RTmz_22.253_744.58956",2,"1"
38956,"23.141_744.55367","Plasmenyl-PC P-34:1_RTmz_23.141_744.55367",2,"1"
38957,"23.241_758.60496","Plasmenyl-PC P-35:1_RTmz_23.241_758.60496",2,"1"
38958,"24.129_758.60472","Plasmenyl-PC P-35:1_RTmz_24.129_758.60472",2,"1"
38959,"24.226_772.62052","Plasmenyl-PC P-36:1_RTmz_24.226_772.62052",2,"1"
38960,"25.012_772.58407","Plasmenyl-PC P-36:1_RTmz_25.012_772.58407",2,"1"
38961,"25.492_772.5842","Plasmenyl-PC P-36:1_RTmz_25.492_772.5842",2,"1"
38962,"25.59_772.621","Plasmenyl-PC P-36:1_RTmz_25.59_772.621",2,"1"
38963,"28.095_772.27287","Unknown_RTmz_28.095_772.27287",2,"1"
38964,"23.95_800.61507","Unknown_RTmz_23.95_800.61507",2,"1"
38965,"25.773_800.65277","Plasmenyl-PC P-38:1_RTmz_25.773_800.65277",2,"1"
38966,"26.269_800.65314","Plasmenyl-PC P-38:1_RTmz_26.269_800.65314",2,"1"
38967,"26.533_800.67241","Plasmenyl-PC P-38:1_RTmz_26.533_800.67241",2,"0; LowPeakQualityScore, NoLinearRangeFound"
38968,"27.574_814.63216","Plasmenyl-PC P-39:1_RTmz_27.574_814.63216",2,"1"
38969,"27.722_828.53781","Plasmenyl-PC P-40:1_RTmz_27.722_828.53781",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38970,"27.821_828.68358","Plasmenyl-PC P-40:1_RTmz_27.821_828.68358",2,"1"
38971,"27.903_828.61064","Plasmenyl-PC P-40:1_RTmz_27.903_828.61064",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38972,"27.939_828.5375","Plasmenyl-PC P-40:1_RTmz_27.939_828.5375",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38973,"28.173_828.53712","Plasmenyl-PC P-40:1_RTmz_28.173_828.53712",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38974,"28.311_828.53749","Plasmenyl-PC P-40:1_RTmz_28.311_828.53749",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38975,"28.435_828.68349","Plasmenyl-PC P-40:1_RTmz_28.435_828.68349",2,"1"
38976,"28.525_828.53785","Plasmenyl-PC P-40:1_RTmz_28.525_828.53785",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38977,"29.928_856.71467","Plasmenyl-PC P-42:1_RTmz_29.928_856.71467",2,"1"
38978,"30.374_856.71451","Plasmenyl-PC P-42:1_RTmz_30.374_856.71451",2,"1"
38979,"20.403_728.52","Plasmenyl-PC P-33:2_RTmz_20.403_728.52",2,"1"
38980,"22.648_756.59","Plasmenyl-PC P-35:2_RTmz_22.648_756.59",2,"1"
38981,"23.079_756.5901","Plasmenyl-PC P-35:2_RTmz_23.079_756.5901",2,"1"
38982,"26.737_756.58998","Unknown_RTmz_26.737_756.58998",2,"1"
38983,"22.009_770.50886","Unknown_RTmz_22.009_770.50886",2,"1"
38984,"22.351_770.60569","Unknown_RTmz_22.351_770.60569",2,"1"
38985,"22.838_770.60599","Plasmenyl-PC P-36:2_RTmz_22.838_770.60599",2,"1"
38986,"23.708_770.60482","Plasmenyl-PC P-36:2_RTmz_23.708_770.60482",2,"1"
38987,"24.049_770.60513","Plasmenyl-PC P-36:2_RTmz_24.049_770.60513",2,"1"
38988,"24.068_770.56915","Plasmenyl-PC P-36:2_RTmz_24.068_770.56915",2,"1"
38989,"26.112_770.65028","Plasmenyl-PC P-36:2_RTmz_26.112_770.65028",2,"0; LowPeakQualityScore"
38990,"23.832_784.6204","Plasmenyl-PC P-37:2_RTmz_23.832_784.6204",2,"1"
38991,"27.143_784.66552","Unknown_RTmz_27.143_784.66552",2,"1"
38992,"22.461_798.54125","Unknown_RTmz_22.461_798.54125",2,"1"
38993,"24.205_798.6368","Plasmenyl-PC P-38:2_RTmz_24.205_798.6368",2,"1"
38994,"24.834_798.63586","Plasmenyl-PC P-38:2_RTmz_24.834_798.63586",2,"1"
38995,"25.489_798.56367","Plasmenyl-PC P-38:2_RTmz_25.489_798.56367",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38996,"25.495_798.63623","Plasmenyl-PC P-38:2_RTmz_25.495_798.63623",2,"0; LowPeakQualityScore, NoLinearRangeFound"
38997,"25.88_798.56422","Plasmenyl-PC P-38:2_RTmz_25.88_798.56422",2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38998,"26.085_798.63619","Plasmenyl-PC P-38:2_RTmz_26.085_798.63619",2,"1"
38999,"28.304_854.69902","Plasmenyl-PC P-42:2_RTmz_28.304_854.69902",2,"1"
39000,"28.625_854.65909","Plasmenyl-PC P-42:2_RTmz_28.625_854.65909",2,"0; LowPeakQualityScore, NoLinearRangeFound"
39001,"29.068_854.69897","Plasmenyl-PC P-42:2_RTmz_29.068_854.69897",2,"1"
39002,"29.773_854.69876","Plasmenyl-PC P-42:2_RTmz_29.773_854.69876",2,"0; LowPeakQualityScore, NoLinearRangeFound"
39003,"30.133_882.73093","Plasmenyl-PC P-44:2_RTmz_30.133_882.73093",2,"0; NA"
39004,"30.286_882.73134","Plasmenyl-PC P-44:2_RTmz_30.286_882.73134",2,"1"
39005,"30.672_882.73045","Plasmenyl-PC P-44:2_RTmz_30.672_882.73045",2,"0; NoLinearRangeFound"
39006,"20.445_740.52266","Plasmenyl-PC P-34:3_RTmz_20.445_740.52266",2,"1"
39007,"20.627_754.53547","Plasmenyl-PC P-35:3_RTmz_20.627_754.53547",2,"1"
39008,"24.047_754.57435","Unknown_RTmz_24.047_754.57435",2,"1"
39009,"25.244_754.57382","Unknown_RTmz_25.244_754.57382",2,"1"
39010,"19.193_796.54642","Unknown_RTmz_19.193_796.54642",2,"1"
39011,"21.084_796.52545","Unknown_RTmz_21.084_796.52545",2,"1"
39012,"21.484_796.58447","Unknown_RTmz_21.484_796.58447",2,"1"
39013,"22.928_796.62163","Plasmenyl-PC P-38:3_RTmz_22.928_796.62163",2,"1"
39014,"23.475_796.6209","Plasmenyl-PC P-38:3_RTmz_23.475_796.6209",2,"1"
39015,"24.034_796.62028","Plasmenyl-PC P-38:3_RTmz_24.034_796.62028",2,"1"
39016,"24.624_796.62122","Plasmenyl-PC P-38:3_RTmz_24.624_796.62122",2,"1"
39017,"24.728_796.5841","Plasmenyl-PC P-38:3_RTmz_24.728_796.5841",2,"0; HighRsd, NoLinearRangeFound"
39018,"25.291_796.58422","Unknown_RTmz_25.291_796.58422",2,"1"
39019,"28.604_880.71587","Plasmenyl-PC P-44:3_RTmz_28.604_880.71587",2,"0; LowPeakQualityScore"
39020,"28.932_880.71461","Plasmenyl-PC P-44:3_RTmz_28.932_880.71461",2,"1"
39021,"29.742_880.71478","Plasmenyl-PC P-44:3_RTmz_29.742_880.71478",2,"1"
39022,"30.231_880.71441","Plasmenyl-PC P-44:3_RTmz_30.231_880.71441",2,"1"
39023,"30.734_880.75951","Unknown_RTmz_30.734_880.75951",2,"1"
39024,"30.866_880.75942","Plasmenyl-PC P-44:3_RTmz_30.866_880.75942",2,"1"
39025,"20.663_738.64585","Plasmenyl-PC P-34:4_RTmz_20.663_738.64585",2,"1"
39026,"23.075_738.54333","Unknown_RTmz_23.075_738.54333",2,"1"
39027,"20.894_766.57457","Plasmenyl-PC P-36:4_RTmz_20.894_766.57457",2,"1"
39028,"21.532_766.57412","Plasmenyl-PC P-36:4_RTmz_21.532_766.57412",2,"1"
39029,"21.537_766.53777","Plasmenyl-PC P-36:4_RTmz_21.537_766.53777",2,"1"
39030,"21.866_766.57318","Plasmenyl-PC P-36:4_RTmz_21.866_766.57318",2,"1"
39031,"23.488_766.53551","Unknown_RTmz_23.488_766.53551",2,"0; Notfound_in_50pecent_samples"
39032,"24.87_766.57347","Unknown_RTmz_24.87_766.57347",2,"0; Notfound_in_50pecent_samples"
39033,"27.146_766.65449","Unknown_RTmz_27.146_766.65449",2,"1"
39034,"27.559_766.65544","Unknown_RTmz_27.559_766.65544",2,"1"
39035,"27.823_766.65502","Unknown_RTmz_27.823_766.65502",2,"1"
39036,"21.662_794.56701","Plasmenyl-PC P-38:4_RTmz_21.662_794.56701",2,"1"
39037,"22.003_794.5663","Plasmenyl-PC P-38:4_RTmz_22.003_794.5663",2,"1"
39038,"22.171_794.60445","Plasmenyl-PC P-38:4_RTmz_22.171_794.60445",2,"1"
39039,"22.808_794.60615","Plasmenyl-PC P-38:4_RTmz_22.808_794.60615",2,"1"
39040,"23.427_794.56825","Plasmenyl-PC P-38:4_RTmz_23.427_794.56825",2,"1"
39041,"23.821_794.60418","Plasmenyl-PC P-38:4_RTmz_23.821_794.60418",2,"1"
39042,"24.161_794.56888","Plasmenyl-PC P-38:4_RTmz_24.161_794.56888",2,"0; NA"
39043,"29.337_794.68602","Unknown_RTmz_29.337_794.68602",2,"1"
39044,"25.138_850.66723","Plasmenyl-PC P-42:4_RTmz_25.138_850.66723",2,"1"
39045,"25.977_850.66686","Plasmenyl-PC P-42:4_RTmz_25.977_850.66686",2,"1"
