biomolecule_id,UniqueID,standardized_name,RT,mz,Adduct,LipidCategory,LipidClass,MainClass,SubClass,NumFattyAcylCarbons,NumFattyAcylUnsaturations,AverageUnsaturations,UnsaturationLevel,omics_id,keep
38725,20.405_882.60066,PC 44:10_RTmz_20.405_882.60066,20.405,882.60066,[M+H]+,Glycerophospholipids,PC,Glycerophosphocholines,Diacylglycerophosphocholines,44,10,5,Very High,2,1
38726,16.018_852.53663,PC 42:11_RTmz_16.018_852.53663,16.018,852.53663,[M+H]+,Glycerophospholipids,PC,Glycerophosphocholines,Diacylglycerophosphocholines,42,11,5.5,Very High,2,"0; HighRsd, HighRTModelError, NoLinearRangeFound"
38727,16.525_880.62646,PC 44:11_RTmz_16.525_880.62646,16.525,880.62646,[M+H]+,Glycerophospholipids,PC,Glycerophosphocholines,Diacylglycerophosphocholines,44,11,5.5,Very High,2,"0; HighRsd, HighRTModelError"
38728,25.119_746.60527,PE 36:1_RTmz_25.119_746.60527,25.119,746.60527,[M+H]+,Glycerophospholipids,PE,Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines,36,1,0.5,Very Low,2,1
38729,26.752_746.60576,Unknown_RTmz_26.752_746.60576,26.752,746.60576,[M+H]+,NA,NA,NA,NA,NA,NA,NA,Unknown,2,0; Notfound_in_50pecent_samples
38730,21.554_716.52248,PE 34:2_RTmz_21.554_716.52248,21.554,716.52248,[M+H]+,Glycerophospholipids,PE,Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines,34,2,1,Low,2,1
38731,24.112_716.61821,Unknown_RTmz_24.112_716.61821,24.112,716.61821,[M+H]+,NA,NA,NA,NA,NA,NA,NA,Unknown,2,0; Notfound_in_50pecent_samples
38732,24.329_716.61858,Unknown_RTmz_24.329_716.61858,24.329,716.61858,[M+H]+,NA,NA,NA,NA,NA,NA,NA,Unknown,2,1
38733,22.528_730.53933,PE 35:2_RTmz_22.528_730.53933,22.528,730.53933,[M+H]+,Glycerophospholipids,PE,Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines,35,2,1,Low,2,1
38734,23.486_744.55353,PE 36:2_RTmz_23.486_744.55353,23.486,744.55353,[M+H]+,Glycerophospholipids,PE,Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines,36,2,1,Low,2,1
38735,27.588_744.55373,Unknown_RTmz_27.588_744.55373,27.588,744.55373,[M+H]+,NA,NA,NA,NA,NA,NA,NA,Unknown,2,0; Notfound_in_50pecent_samples
38736,20.011_714.50707,PE 34:3_RTmz_20.011_714.50707,20.011,714.50707,[M+H]+,Glycerophospholipids,PE,Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines,34,3,1.5,Medium,2,1
38737,20.407_714.50647,PE 34:3_RTmz_20.407_714.50647,20.407,714.50647,[M+H]+,Glycerophospholipids,PE,Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines,34,3,1.5,Medium,2,1
38738,21.382_740.52215,PE 36:4_RTmz_21.382_740.52215,21.382,740.52215,[M+H]+,Glycerophospholipids,PE,Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines,36,4,2,Medium,2,1
38739,23.378_740.55627,Unknown_RTmz_23.378_740.55627,23.378,740.55627,[M+H]+,NA,NA,NA,NA,NA,NA,NA,Unknown,2,0; Notfound_in_50pecent_samples
38740,23.618_768.58835,PE 38:4_RTmz_23.618_768.58835,23.618,768.58835,[M+H]+,Glycerophospholipids,PE,Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines,38,4,2,Medium,2,1
38741,24.997_768.55138,Unknown_RTmz_24.997_768.55138,24.997,768.55138,[M+H]+,NA,NA,NA,NA,NA,NA,NA,Unknown,2,1
38742,24.828_796.6204,PE 40:4_RTmz_24.828_796.6204,24.828,796.6204,[M+H]+,Glycerophospholipids,PE,Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines,40,4,2,Medium,2,1
38743,20.286_738.50617,PE 36:5_RTmz_20.286_738.50617,20.286,738.50617,[M+H]+,Glycerophospholipids,PE,Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines,36,5,2.5,High,2,1
38744,25.501_780.58917,PE 39:5_RTmz_25.501_780.58917,25.501,780.58917,[M+H]+,Glycerophospholipids,PE,Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines,39,5,2.5,High,2,1
38745,25.927_764.63923,Unknown_RTmz_25.927_764.63923,25.927,764.63923,[M+H]+,NA,NA,NA,NA,NA,NA,NA,Unknown,2,0; Notfound_in_50pecent_samples
38746,20.882_762.52807,PE 38:7_RTmz_20.882_762.52807,20.882,762.52807,[M+H]+,Glycerophospholipids,PE,Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines,38,7,3.5,Very High,2,1
38747,23.298_790.53494,Unknown_RTmz_23.298_790.53494,23.298,790.53494,[M+H]+,NA,NA,NA,NA,NA,NA,NA,Unknown,2,1
38748,19.996_788.5222,PE 40:8_RTmz_19.996_788.5222,19.996,788.5222,[M+H]+,Glycerophospholipids,PE,Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines,40,8,4,Very High,2,1
38749,21.533_788.51932,Unknown_RTmz_21.533_788.51932,21.533,788.51932,[M+H]+,NA,NA,NA,NA,NA,NA,NA,Unknown,2,0; Notfound_in_50pecent_samples
38750,19.688_812.52165,PE 42:10_RTmz_19.688_812.52165,19.688,812.52165,[M+H]+,Glycerophospholipids,PE,Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines,42,10,5,Very High,2,1
38751,19.844_828.55105,PI 32:0_RTmz_19.844_828.55105,19.844,828.55105,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,0,0,Very Low,2,1
38752,20.097_828.61086,PI 32:0_RTmz_20.097_828.61086,20.097,828.61086,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,0,0,Very Low,2,0; NoLinearRangeFound
38753,20.198_811.53163,PI 32:0_RTmz_20.198_811.53163,20.198,811.53163,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,0,0,Very Low,2,"0; HighRsd, LowPeakQualityScore"
38754,20.206_828.55811,PI 32:0_RTmz_20.206_828.55811,20.206,828.55811,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,0,0,Very Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38755,20.378_828.61163,PI 32:0_RTmz_20.378_828.61163,20.378,828.61163,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,0,0,Very Low,2,"0; LowPeakQualityScore, NoLinearRangeFound"
38756,20.404_828.56048,PI 32:0_RTmz_20.404_828.56048,20.404,828.56048,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,0,0,Very Low,2,"0; HighRsd, NoLinearRangeFound"
38757,20.42_811.53333,PI 32:0_RTmz_20.42_811.53333,20.42,811.53333,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,0,0,Very Low,2,"0; HighRsd, NoLinearRangeFound"
38758,20.57_828.55124,PI 32:0_RTmz_20.57_828.55124,20.57,828.55124,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,0,0,Very Low,2,1
38759,21.834_856.56935,PI 34:0_RTmz_21.834_856.56935,21.834,856.56935,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,0,0,Very Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38760,22.357_856.58248,PI 34:0_RTmz_22.357_856.58248,22.357,856.58248,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,0,0,Very Low,2,1
38761,18.433_826.59523,PI 32:1_RTmz_18.433_826.59523,18.433,826.59523,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,1,0.5,Very Low,2,0; NoLinearRangeFound
38762,18.803_826.55898,PI 32:1_RTmz_18.803_826.55898,18.803,826.55898,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,1,0.5,Very Low,2,0; NoLinearRangeFound
38763,18.938_826.59545,PI 32:1_RTmz_18.938_826.59545,18.938,826.59545,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,1,0.5,Very Low,2,"0; HighRsd, LowPeakQualityScore"
38764,18.952_826.59509,PI 32:1_RTmz_18.952_826.59509,18.952,826.59509,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,1,0.5,Very Low,2,"0; LowPeakQualityScore, NoLinearRangeFound"
38765,19.064_826.54376,PI 32:1_RTmz_19.064_826.54376,19.064,826.54376,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,1,0.5,Very Low,2,0; NoLinearRangeFound
38766,19.069_809.51721,PI 32:1_RTmz_19.069_809.51721,19.069,809.51721,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,1,0.5,Very Low,2,0; NoLinearRangeFound
38767,19.13_826.59553,PI 32:1_RTmz_19.13_826.59553,19.13,826.59553,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,32,1,0.5,Very Low,2,1
38768,20.267_854.56497,PI 34:1_RTmz_20.267_854.56497,20.267,854.56497,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,1,0.5,Very Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38769,20.429_837.54848,PI 34:1_RTmz_20.429_837.54848,20.429,837.54848,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,1,0.5,Very Low,2,0; NoLinearRangeFound
38770,20.433_854.57501,PI 34:1_RTmz_20.433_854.57501,20.433,854.57501,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,1,0.5,Very Low,2,0; NoLinearRangeFound
38771,20.621_837.54872,PI 34:1_RTmz_20.621_837.54872,20.621,837.54872,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,1,0.5,Very Low,2,"0; HighRsd, NoLinearRangeFound"
38772,20.629_854.57529,PI 34:1_RTmz_20.629_854.57529,20.629,854.57529,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,1,0.5,Very Low,2,"0; HighRsd, NoLinearRangeFound"
38773,20.657_854.56239,PI 34:1_RTmz_20.657_854.56239,20.657,854.56239,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,1,0.5,Very Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38774,20.718_854.56509,PI 34:1_RTmz_20.718_854.56509,20.718,854.56509,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,1,0.5,Very Low,2,1
38775,22.192_865.57923,PI 36:1_RTmz_22.192_865.57923,22.192,865.57923,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,1,0.5,Very Low,2,0; NoLinearRangeFound
38776,22.198_882.6058,PI 36:1_RTmz_22.198_882.6058,22.198,882.6058,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,1,0.5,Very Low,2,1
38777,22.429_865.5809,PI 36:1_RTmz_22.429_865.5809,22.429,865.5809,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,1,0.5,Very Low,2,"0; LowPeakQualityScore, NoLinearRangeFound"
38778,22.441_882.60718,PI 36:1_RTmz_22.441_882.60718,22.441,882.60718,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,1,0.5,Very Low,2,"0; LowPeakQualityScore, NoLinearRangeFound"
38779,19.135_852.55917,PI 34:2_RTmz_19.135_852.55917,19.135,852.55917,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,2,1,Low,2,"0; HighRsd, LowPeakQualityScore"
38780,19.351_852.55811,PI 34:2_RTmz_19.351_852.55811,19.351,852.55811,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,2,1,Low,2,0; NoLinearRangeFound
38781,19.378_835.53202,PI 34:2_RTmz_19.378_835.53202,19.378,835.53202,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,2,1,Low,2,0; NA
38782,19.534_852.55852,PI 34:2_RTmz_19.534_852.55852,19.534,852.55852,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,2,1,Low,2,"0; HighRsd, NoLinearRangeFound"
38783,19.547_835.53267,PI 34:2_RTmz_19.547_835.53267,19.547,835.53267,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,2,1,Low,2,"0; HighRsd, LowPeakQualityScore"
38784,19.642_852.54886,PI 34:2_RTmz_19.642_852.54886,19.642,852.54886,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,2,1,Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38785,19.769_852.55854,PI 34:2_RTmz_19.769_852.55854,19.769,852.55854,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,34,2,1,Low,2,1
38786,19.727_866.58935,PI 35:2_RTmz_19.727_866.58935,19.727,866.58935,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,35,2,1,Low,2,1
38787,20.055_866.57481,PI 35:2_RTmz_20.055_866.57481,20.055,866.57481,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,35,2,1,Low,2,0; LowPeakQualityScore
38788,20.558_880.59069,PI 36:2_RTmz_20.558_880.59069,20.558,880.59069,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,2,1,Low,2,0; NoLinearRangeFound
38789,20.595_863.56424,PI 36:2_RTmz_20.595_863.56424,20.595,863.56424,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,2,1,Low,2,0; NoLinearRangeFound
38790,20.841_880.59076,PI 36:2_RTmz_20.841_880.59076,20.841,880.59076,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,2,1,Low,2,1
38791,20.849_863.56426,PI 36:2_RTmz_20.849_863.56426,20.849,863.56426,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,2,1,Low,2,0; NoLinearRangeFound
38792,21.038_863.56487,PI 36:2_RTmz_21.038_863.56487,21.038,863.56487,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,2,1,Low,2,"0; LowPeakQualityScore, NoLinearRangeFound"
38793,21.096_880.59136,PI 36:2_RTmz_21.096_880.59136,21.096,880.59136,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,2,1,Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38794,21.122_863.56488,PI 36:2_RTmz_21.122_863.56488,21.122,863.56488,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,2,1,Low,2,"0; HighRsd, LowPeakQualityScore"
38795,22.648_908.62262,PI 38:2_RTmz_22.648_908.62262,22.648,908.62262,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,2,1,Low,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38796,19.488_861.54761,PI 36:3_RTmz_19.488_861.54761,19.488,861.54761,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,3,1.5,Medium,2,0; NoLinearRangeFound
38797,19.493_878.57414,PI 36:3_RTmz_19.493_878.57414,19.493,878.57414000000006,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,3,1.5,Medium,2,1
38798,19.647_861.54831,PI 36:3_RTmz_19.647_861.54831,19.647,861.54831,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,3,1.5,Medium,2,"0; LowPeakQualityScore, NoLinearRangeFound"
38799,19.711_878.57445,PI 36:3_RTmz_19.711_878.57445,19.711,878.57445,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,3,1.5,Medium,2,1
38800,19.725_861.54735,PI 36:3_RTmz_19.725_861.54735,19.725,861.54735,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,3,1.5,Medium,2,"0; LowPeakQualityScore, NoLinearRangeFound"
38801,19.824_878.5749,PI 36:3_RTmz_19.824_878.5749,19.824,878.5749,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,3,1.5,Medium,2,"0; LowPeakQualityScore, NoLinearRangeFound"
38802,19.877_861.54848,PI 36:3_RTmz_19.877_861.54848,19.877,861.54848,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,3,1.5,Medium,2,0; NoLinearRangeFound
38803,19.925_878.57548,PI 36:3_RTmz_19.925_878.57548,19.925,878.57548,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,3,1.5,Medium,2,1
38804,21.363_889.57941,PI 38:3_RTmz_21.363_889.57941,21.363,889.57941,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,3,1.5,Medium,2,"0; LowPeakQualityScore, NoLinearRangeFound"
38805,21.406_906.60616,PI 38:3_RTmz_21.406_906.60616,21.406,906.60616,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,3,1.5,Medium,2,1
38806,21.558_889.58031,PI 38:3_RTmz_21.558_889.58031,21.558,889.58031,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,3,1.5,Medium,2,0; NoLinearRangeFound
38807,21.594_906.6069,PI 38:3_RTmz_21.594_906.6069,21.594,906.6069,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,3,1.5,Medium,2,0; NoLinearRangeFound
38808,21.99_889.57903,PI 38:3_RTmz_21.99_889.57903,21.99,889.57903,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,3,1.5,Medium,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38809,21.993_906.60566,PI 38:3_RTmz_21.993_906.60566,21.993,906.60566,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,3,1.5,Medium,2,1
38810,22.209_889.57981,PI 38:3_RTmz_22.209_889.57981,22.209,889.57981,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,3,1.5,Medium,2,"0; HighRsd, LowPeakQualityScore"
38811,22.224_906.60661,PI 38:3_RTmz_22.224_906.60661,22.224,906.60661,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,3,1.5,Medium,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38812,19.257_876.55836,PI 36:4_RTmz_19.257_876.55836,19.257,876.55836,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,4,2,Medium,2,1
38813,19.272_859.53207,PI 36:4_RTmz_19.272_859.53207,19.272,859.53207,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,4,2,Medium,2,0; NoLinearRangeFound
38814,19.422_876.55867,PI 36:4_RTmz_19.422_876.55867,19.422,876.55867,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,4,2,Medium,2,"0; HighRsd, NoLinearRangeFound"
38815,19.447_859.53252,PI 36:4_RTmz_19.447_859.53252,19.447,859.53252,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,4,2,Medium,2,"0; HighRsd, LowPeakQualityScore"
38816,19.961_873.54858,PI 37:4_RTmz_19.961_873.54858,19.961,873.54858,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,37,4,2,Medium,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38817,19.985_890.57488,PI 37:4_RTmz_19.985_890.57488,19.985,890.57488,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,37,4,2,Medium,2,1
38818,20.055_890.6557,PI 37:4_RTmz_20.055_890.6557,20.055,890.6557,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,37,4,2,Medium,2,0; NA
38819,20.252_890.65565,PI 37:4_RTmz_20.252_890.65565,20.252,890.65565,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,37,4,2,Medium,2,0; NA
38820,20.709_887.56307,PI 38:4_RTmz_20.709_887.56307,20.709,887.56307,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,4,2,Medium,2,0; HighRsd
38821,20.711_904.58938,PI 38:4_RTmz_20.711_904.58938,20.711,904.58938,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,4,2,Medium,2,1
38822,20.906_904.59092,PI 38:4_RTmz_20.906_904.59092,20.906,904.59092,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,4,2,Medium,2,0; NA
38823,20.907_887.56481,PI 38:4_RTmz_20.907_887.56481,20.907,887.56481,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,4,2,Medium,2,0; HighRsd
38824,21.823_904.59067,Unknown_RTmz_21.823_904.59067,21.823,904.59067,[M+NH4]+,NA,NA,NA,NA,NA,NA,NA,Unknown,2,0; Notfound_in_50pecent_samples
38825,21.764_918.60666,PI 39:4_RTmz_21.764_918.60666,21.764,918.60666,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,39,4,2,Medium,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38826,22.064_915.59493,PI 40:4_RTmz_22.064_915.59493,22.064,915.59493,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,4,2,Medium,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38827,22.073_932.62143,PI 40:4_RTmz_22.073_932.62143,22.073,932.62143,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,4,2,Medium,2,1
38828,22.297_932.62251,PI 40:4_RTmz_22.297_932.62251,22.297,932.62251,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,4,2,Medium,2,"0; HighRsd, LowPeakQualityScore"
38829,18.73_874.57949,PI 36:5_RTmz_18.73_874.57949,18.73,874.57949,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,36,5,2.5,High,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38830,17.325_885.54872,Unknown_RTmz_17.325_885.54872,17.325,885.54872,[M+H]+,NA,NA,NA,NA,NA,NA,NA,Unknown,2,0; Notfound_in_50pecent_samples
38831,19.397_885.54746,PI 38:5_RTmz_19.397_885.54746,19.397,885.54746,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,5,2.5,High,2,0; NoLinearRangeFound
38832,19.402_902.57384,PI 38:5_RTmz_19.402_902.57384,19.402,902.57384,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,5,2.5,High,2,1
38833,19.574_885.54808,PI 38:5_RTmz_19.574_885.54808,19.574,885.54808,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,5,2.5,High,2,"0; HighRsd, NoLinearRangeFound"
38834,19.596_902.57442,PI 38:5_RTmz_19.596_902.57442,19.596,902.57442,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,5,2.5,High,2,1
38835,19.882_902.57523,PI 38:5_RTmz_19.882_902.57523,19.882,902.57523,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,5,2.5,High,2,"0; LowPeakQualityScore, NoLinearRangeFound"
38836,20.832_913.57998,PI 40:5_RTmz_20.832_913.57998,20.832,913.57998,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,5,2.5,High,2,"0; LowPeakQualityScore, NoLinearRangeFound"
38837,20.85_930.60669,PI 40:5_RTmz_20.85_930.60669,20.85,930.60669,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,5,2.5,High,2,1
38838,21.717_930.60698,PI 40:5_RTmz_21.717_930.60698,21.717,930.60698,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,5,2.5,High,2,"0; HighRsd, LowPeakQualityScore, NoLinearRangeFound"
38839,18.556_900.55877,PI 38:6_RTmz_18.556_900.55877,18.556,900.55877,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,6,3,High,2,"0; HighRsd, LowPeakQualityScore"
38840,19.062_883.53277,PI 38:6_RTmz_19.062_883.53277,19.062,883.53277,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,6,3,High,2,0; NoLinearRangeFound
38841,19.068_900.55926,PI 38:6_RTmz_19.068_900.55926,19.068,900.55926,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,38,6,3,High,2,1
38842,20.411_911.56426,PI 40:6_RTmz_20.411_911.56426,20.411,911.56426,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,6,3,High,2,0; NoLinearRangeFound
38843,20.411_928.59085,PI 40:6_RTmz_20.411_928.59085,20.411,928.59085,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,6,3,High,2,0; NA
38844,20.578_928.59122,PI 40:6_RTmz_20.578_928.59122,20.578,928.59122,[M+NH4]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,6,3,High,2,1
38845,20.584_911.56472,PI 40:6_RTmz_20.584_911.56472,20.584,911.56472,[M+H]+,Glycerophospholipids,PI,Glycerophosphoinositols,Diacylglycerophosphoinositols,40,6,3,High,2,"0; LowPeakQualityScore, NoLinearRangeFound"
